Invoice ID,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5% On Purchase,Cost Of Goods,Total Cost,Date Of Purchase,Time Of Purchase,Payment,Gross Margin %,Gross Income,Rating
135-84-8019,A,Yangon,Normal,Female,Fashion accessories,77.93,9,35.0685,701.37,736.4385,2/27/2019,16:10:00,Ewallet,4.761904762,35.0685,7.6
441-94-7118,A,Yangon,Member,Male,Electronic accessories,71.95,1,3.5975,71.95,75.5475,2/4/2019,12:14:00,Cash,4.761904762,3.5975,7.3
725-96-3778,C,Naypyitaw,Member,Female,Home and lifestyle,89.25,8,35.7,714,749.7,1/20/2019,10:13:00,Cash,4.761904762,35.7,4.7
531-80-1784,A,Yangon,Normal,Male,Electronic accessories,26.02,7,9.107,182.14,191.247,3/28/2019,17:38:00,Cash,4.761904762,9.107,5.1
400-45-1220,B,Mandalay,Normal,Female,Health and beauty,13.5,10,6.75,135,141.75,2/27/2019,11:06:00,Credit card,4.761904762,6.75,4.8
860-79-0874,C,Naypyitaw,Member,Female,Fashion accessories,99.3,10,49.65,993,1042.65,2/15/2019,14:53:00,Credit card,4.761904762,49.65,6.6
834-61-8124,A,Yangon,Normal,Male,Electronic accessories,51.69,7,18.0915,361.83,379.9215,1/26/2019,18:22:00,Cash,4.761904762,18.0915,5.5
115-99-4379,B,Mandalay,Member,Female,Fashion accessories,54.73,7,19.1555,383.11,402.2655,3/14/2019,19:02:00,Credit card,4.761904762,19.1555,8.5
565-67-6697,B,Mandalay,Member,Male,Home and lifestyle,27,9,12.15,243,255.15,3/2/2019,14:16:00,Cash,4.761904762,12.15,4.8
320-49-6392,C,Naypyitaw,Normal,Female,Electronic accessories,30.24,1,1.512,30.24,31.752,3/4/2019,15:44:00,Cash,4.761904762,1.512,8.4
889-04-9723,B,Mandalay,Member,Female,Food and beverages,89.14,4,17.828,356.56,374.388,1/7/2019,12:20:00,Credit card,4.761904762,17.828,7.8
632-90-0281,C,Naypyitaw,Normal,Female,Fashion accessories,37.55,10,18.775,375.5,394.275,3/8/2019,20:01:00,Credit card,4.761904762,18.775,9.3
554-42-2417,C,Naypyitaw,Normal,Female,Sports and travel,95.44,10,47.72,954.4,1002.12,1/9/2019,13:45:00,Cash,4.761904762,47.72,5.2
453-63-6187,B,Mandalay,Normal,Male,Electronic accessories,27.5,3,4.125,82.5,86.625,3/1/2019,15:40:00,Ewallet,4.761904762,4.125,6.5
578-80-7669,B,Mandalay,Normal,Male,Sports and travel,74.97,1,3.7485,74.97,78.7185,3/16/2019,16:58:00,Cash,4.761904762,3.7485,5.6
612-36-5536,A,Yangon,Member,Male,Food and beverages,80.96,8,32.384,647.68,680.064,2/17/2019,11:12:00,Credit card,4.761904762,32.384,7.4
605-72-4132,C,Naypyitaw,Normal,Female,Food and beverages,94.47,8,37.788,755.76,793.548,2/27/2019,15:12:00,Cash,4.761904762,37.788,9.1
471-41-2823,C,Naypyitaw,Normal,Male,Food and beverages,99.79,2,9.979,199.58,209.559,3/7/2019,20:37:00,Ewallet,4.761904762,9.979,8
462-67-9126,A,Yangon,Normal,Male,Home and lifestyle,73.22,6,21.966,439.32,461.286,1/21/2019,17:44:00,Cash,4.761904762,21.966,7.2
272-27-9238,C,Naypyitaw,Normal,Female,Food and beverages,41.24,4,8.248,164.96,173.208,2/19/2019,16:23:00,Cash,4.761904762,8.248,7.1
834-25-9262,C,Naypyitaw,Normal,Female,Fashion accessories,81.68,4,16.336,326.72,343.056,1/6/2019,12:12:00,Cash,4.761904762,16.336,9.1
122-61-9553,C,Naypyitaw,Normal,Female,Electronic accessories,51.32,9,23.094,461.88,484.974,3/14/2019,19:33:00,Cash,4.761904762,23.094,5.6
468-88-0009,A,Yangon,Member,Male,Home and lifestyle,65.94,4,13.188,263.76,276.948,3/24/2019,10:29:00,Cash,4.761904762,13.188,6
613-59-9758,C,Naypyitaw,Normal,Female,Sports and travel,14.36,10,7.18,143.6,150.78,1/27/2019,14:28:00,Cash,4.761904762,7.18,5.4
254-31-0042,A,Yangon,Member,Male,Electronic accessories,21.5,9,9.675,193.5,203.175,3/6/2019,12:46:00,Credit card,4.761904762,9.675,7.8
201-86-2184,B,Mandalay,Member,Female,Electronic accessories,26.26,7,9.191,183.82,193.011,2/2/2019,19:40:00,Cash,4.761904762,9.191,9.9
261-12-8671,B,Mandalay,Normal,Female,Fashion accessories,60.96,2,6.096,121.92,128.016,1/25/2019,19:39:00,Credit card,4.761904762,6.096,4.9
730-70-9830,C,Naypyitaw,Normal,Female,Home and lifestyle,70.11,6,21.033,420.66,441.693,3/14/2019,17:54:00,Ewallet,4.761904762,21.033,5.2
382-25-8917,C,Naypyitaw,Normal,Male,Fashion accessories,42.08,6,12.624,252.48,265.104,1/29/2019,12:25:00,Cash,4.761904762,12.624,8.9
422-29-8786,A,Yangon,Normal,Female,Home and lifestyle,67.09,5,16.7725,335.45,352.2225,1/3/2019,16:47:00,Credit card,4.761904762,16.7725,9.1
667-23-5919,A,Yangon,Member,Female,Fashion accessories,96.7,5,24.175,483.5,507.675,1/14/2019,12:52:00,Ewallet,4.761904762,24.175,7
843-01-4703,B,Mandalay,Member,Female,Home and lifestyle,35.38,9,15.921,318.42,334.341,1/5/2019,19:50:00,Credit card,4.761904762,15.921,9.6
743-88-1662,C,Naypyitaw,Normal,Male,Sports and travel,95.49,7,33.4215,668.43,701.8515,2/22/2019,18:17:00,Ewallet,4.761904762,33.4215,8.7
595-86-2894,C,Naypyitaw,Member,Male,Fashion accessories,96.98,4,19.396,387.92,407.316,2/6/2019,17:20:00,Ewallet,4.761904762,19.396,9.4
182-69-8360,B,Mandalay,Normal,Female,Electronic accessories,23.65,4,4.73,94.6,99.33,1/30/2019,13:32:00,Credit card,4.761904762,4.73,4
289-15-7034,A,Yangon,Member,Male,Sports and travel,82.33,4,16.466,329.32,345.786,1/11/2019,10:37:00,Credit card,4.761904762,16.466,7.5
462-78-5240,C,Naypyitaw,Normal,Female,Electronic accessories,26.61,2,2.661,53.22,55.881,3/19/2019,14:35:00,Cash,4.761904762,2.661,4.2
868-52-7573,B,Mandalay,Normal,Female,Food and beverages,99.69,5,24.9225,498.45,523.3725,1/14/2019,12:09:00,Cash,4.761904762,24.9225,9.9
153-58-4872,C,Naypyitaw,Member,Female,Food and beverages,74.89,4,14.978,299.56,314.538,3/1/2019,15:32:00,Ewallet,4.761904762,14.978,4.2
662-72-2873,A,Yangon,Normal,Female,Food and beverages,40.94,5,10.235,204.7,214.935,1/6/2019,13:58:00,Ewallet,4.761904762,10.235,9.9
525-88-7307,B,Mandalay,Member,Male,Sports and travel,75.82,1,3.791,75.82,79.611,1/31/2019,13:19:00,Cash,4.761904762,3.791,5.8
689-16-9784,C,Naypyitaw,Normal,Male,Food and beverages,46.77,6,14.031,280.62,294.651,3/11/2019,13:37:00,Cash,4.761904762,14.031,6
725-56-0833,A,Yangon,Normal,Female,Health and beauty,32.32,10,16.16,323.2,339.36,2/20/2019,16:49:00,Credit card,4.761904762,16.16,10
394-41-0748,C,Naypyitaw,Member,Female,Fashion accessories,54.07,9,24.3315,486.63,510.9615,1/27/2019,14:55:00,Ewallet,4.761904762,24.3315,9.5
596-42-3999,B,Mandalay,Normal,Male,Food and beverages,18.22,7,6.377,127.54,133.917,3/10/2019,14:04:00,Credit card,4.761904762,6.377,6.6
541-89-9860,C,Naypyitaw,Member,Female,Fashion accessories,80.48,3,12.072,241.44,253.512,2/15/2019,12:31:00,Cash,4.761904762,12.072,8.1
173-82-9529,B,Mandalay,Normal,Female,Fashion accessories,37.95,10,18.975,379.5,398.475,1/26/2019,14:51:00,Cash,4.761904762,18.975,9.7
563-36-9814,A,Yangon,Member,Male,Electronic accessories,76.82,1,3.841,76.82,80.661,2/13/2019,18:27:00,Ewallet,4.761904762,3.841,7.2
308-47-4913,A,Yangon,Member,Female,Sports and travel,52.26,10,26.13,522.6,548.73,3/9/2019,12:45:00,Credit card,4.761904762,26.13,6.2
885-17-6250,A,Yangon,Normal,Female,Health and beauty,79.74,1,3.987,79.74,83.727,3/6/2019,10:36:00,Ewallet,4.761904762,3.987,7.3
726-27-2396,A,Yangon,Normal,Female,Health and beauty,77.5,5,19.375,387.5,406.875,1/24/2019,20:36:00,Ewallet,4.761904762,19.375,4.3
316-01-3952,A,Yangon,Normal,Female,Food and beverages,54.27,5,13.5675,271.35,284.9175,3/13/2019,14:16:00,Ewallet,4.761904762,13.5675,4.6
760-54-1821,B,Mandalay,Normal,Male,Home and lifestyle,13.59,9,6.1155,122.31,128.4255,3/15/2019,10:26:00,Cash,4.761904762,6.1155,5.8
793-10-3222,B,Mandalay,Member,Female,Health and beauty,41.06,6,12.318,246.36,258.678,3/5/2019,13:30:00,Credit card,4.761904762,12.318,8.3
346-12-3257,B,Mandalay,Member,Male,Electronic accessories,19.24,9,8.658,173.16,181.818,3/4/2019,16:28:00,Cash,4.761904762,8.658,8
110-05-6330,C,Naypyitaw,Normal,Female,Food and beverages,39.43,6,11.829,236.58,248.409,3/25/2019,20:18:00,Credit card,4.761904762,11.829,9.4
651-61-0874,C,Naypyitaw,Normal,Male,Home and lifestyle,46.22,4,9.244,184.88,194.124,3/12/2019,20:04:00,Credit card,4.761904762,9.244,6.2
236-86-3015,C,Naypyitaw,Member,Male,Home and lifestyle,13.98,1,0.699,13.98,14.679,2/4/2019,13:38:00,Ewallet,4.761904762,0.699,9.8
831-64-0259,B,Mandalay,Normal,Female,Fashion accessories,39.75,5,9.9375,198.75,208.6875,2/22/2019,10:43:00,Ewallet,4.761904762,9.9375,9.6
587-03-7455,C,Naypyitaw,Member,Female,Fashion accessories,97.79,7,34.2265,684.53,718.7565,2/16/2019,17:30:00,Ewallet,4.761904762,34.2265,4.9
882-40-4577,A,Yangon,Member,Male,Sports and travel,67.26,4,13.452,269.04,282.492,1/19/2019,15:28:00,Credit card,4.761904762,13.452,8
732-67-5346,A,Yangon,Normal,Male,Food and beverages,13.79,5,3.4475,68.95,72.3975,1/11/2019,19:07:00,Credit card,4.761904762,3.4475,7.8
725-32-9708,B,Mandalay,Member,Female,Fashion accessories,68.71,4,13.742,274.84,288.582,1/4/2019,19:01:00,Cash,4.761904762,13.742,4.1
256-08-8343,A,Yangon,Normal,Female,Home and lifestyle,56.53,4,11.306,226.12,237.426,3/4/2019,19:48:00,Ewallet,4.761904762,11.306,5.5
372-26-1506,C,Naypyitaw,Normal,Female,Fashion accessories,23.82,5,5.955,119.1,125.055,1/28/2019,19:24:00,Ewallet,4.761904762,5.955,5.4
244-08-0162,B,Mandalay,Normal,Female,Health and beauty,34.21,10,17.105,342.1,359.205,1/2/2019,13:00:00,Cash,4.761904762,17.105,5.1
569-71-4390,B,Mandalay,Normal,Male,Sports and travel,21.87,2,2.187,43.74,45.927,1/25/2019,14:29:00,Ewallet,4.761904762,2.187,6.9
132-23-6451,A,Yangon,Member,Male,Health and beauty,20.97,5,5.2425,104.85,110.0925,1/4/2019,13:21:00,Cash,4.761904762,5.2425,7.8
696-90-2548,A,Yangon,Normal,Male,Sports and travel,25.84,3,3.876,77.52,81.396,3/10/2019,18:55:00,Ewallet,4.761904762,3.876,6.6
472-15-9636,A,Yangon,Normal,Male,Home and lifestyle,50.93,8,20.372,407.44,427.812,3/22/2019,19:36:00,Ewallet,4.761904762,20.372,9.2
268-03-6164,B,Mandalay,Normal,Male,Health and beauty,96.11,1,4.8055,96.11,100.9155,1/25/2019,16:28:00,Ewallet,4.761904762,4.8055,7.8
750-57-9686,C,Naypyitaw,Normal,Female,Home and lifestyle,45.38,4,9.076,181.52,190.596,1/8/2019,13:48:00,Credit card,4.761904762,9.076,8.7
186-09-3669,C,Naypyitaw,Member,Female,Health and beauty,81.51,1,4.0755,81.51,85.5855,1/22/2019,10:57:00,Ewallet,4.761904762,4.0755,9.2
848-07-1692,B,Mandalay,Normal,Female,Health and beauty,57.22,2,5.722,114.44,120.162,1/12/2019,17:13:00,Ewallet,4.761904762,5.722,8.3
745-71-3520,A,Yangon,Member,Female,Electronic accessories,25.22,7,8.827,176.54,185.367,2/4/2019,10:23:00,Cash,4.761904762,8.827,8.2
266-76-6436,C,Naypyitaw,Member,Female,Food and beverages,38.6,3,5.79,115.8,121.59,3/28/2019,13:57:00,Ewallet,4.761904762,5.79,7.5
740-22-2500,C,Naypyitaw,Normal,Female,Electronic accessories,84.05,3,12.6075,252.15,264.7575,1/23/2019,13:29:00,Cash,4.761904762,12.6075,9.8
271-88-8734,C,Naypyitaw,Member,Female,Fashion accessories,97.21,10,48.605,972.1,1020.705,2/8/2019,13:00:00,Credit card,4.761904762,48.605,8.7
301-81-8610,B,Mandalay,Member,Male,Fashion accessories,25.42,8,10.168,203.36,213.528,3/19/2019,19:42:00,Credit card,4.761904762,10.168,6.7
489-64-4354,C,Naypyitaw,Normal,Male,Fashion accessories,16.28,1,0.814,16.28,17.094,3/9/2019,15:36:00,Cash,4.761904762,0.814,5
198-84-7132,B,Mandalay,Member,Male,Fashion accessories,40.61,9,18.2745,365.49,383.7645,1/2/2019,13:40:00,Cash,4.761904762,18.2745,7
269-10-8440,A,Yangon,Member,Male,Health and beauty,53.17,7,18.6095,372.19,390.7995,1/21/2019,18:01:00,Cash,4.761904762,18.6095,8.9
650-98-6268,B,Mandalay,Member,Female,Food and beverages,20.87,3,3.1305,62.61,65.7405,3/20/2019,13:53:00,Credit card,4.761904762,3.1305,8
741-73-3559,B,Mandalay,Normal,Male,Sports and travel,67.27,5,16.8175,336.35,353.1675,2/27/2019,17:27:00,Cash,4.761904762,16.8175,6.9
325-77-6186,A,Yangon,Member,Female,Home and lifestyle,90.65,10,45.325,906.5,951.825,3/8/2019,10:53:00,Ewallet,4.761904762,45.325,7.3
286-75-7818,B,Mandalay,Normal,Male,Fashion accessories,69.08,2,6.908,138.16,145.068,1/31/2019,19:48:00,Credit card,4.761904762,6.908,6.9
574-57-9721,C,Naypyitaw,Normal,Male,Food and beverages,43.27,2,4.327,86.54,90.867,3/8/2019,16:53:00,Ewallet,4.761904762,4.327,5.7
459-50-7686,A,Yangon,Normal,Female,Electronic accessories,23.46,6,7.038,140.76,147.798,1/13/2019,19:14:00,Ewallet,4.761904762,7.038,6.4
616-87-0016,B,Mandalay,Normal,Male,Fashion accessories,95.54,7,33.439,668.78,702.219,3/9/2019,14:36:00,Credit card,4.761904762,33.439,9.6
837-55-7229,B,Mandalay,Normal,Female,Fashion accessories,47.44,1,2.372,47.44,49.812,2/22/2019,18:19:00,Credit card,4.761904762,2.372,6.8
751-69-0068,C,Naypyitaw,Normal,Male,Sports and travel,99.24,9,44.658,893.16,937.818,3/19/2019,19:09:00,Ewallet,4.761904762,44.658,9
257-73-1380,C,Naypyitaw,Member,Male,Sports and travel,82.93,4,16.586,331.72,348.306,1/20/2019,16:51:00,Ewallet,4.761904762,16.586,9.6
345-08-4992,A,Yangon,Normal,Male,Home and lifestyle,33.99,6,10.197,203.94,214.137,3/8/2019,15:37:00,Credit card,4.761904762,10.197,7.7
549-96-4200,C,Naypyitaw,Member,Male,Food and beverages,17.04,4,3.408,68.16,71.568,3/8/2019,20:15:00,Ewallet,4.761904762,3.408,7
810-60-6344,C,Naypyitaw,Normal,Female,Electronic accessories,40.86,8,16.344,326.88,343.224,2/7/2019,14:38:00,Credit card,4.761904762,16.344,6.5
450-28-2866,C,Naypyitaw,Member,Male,Food and beverages,17.44,5,4.36,87.2,91.56,1/15/2019,19:25:00,Cash,4.761904762,4.36,8.1
394-30-3170,B,Mandalay,Member,Female,Sports and travel,88.43,8,35.372,707.44,742.812,3/22/2019,19:35:00,Credit card,4.761904762,35.372,4.3
138-17-5109,A,Yangon,Member,Female,Home and lifestyle,89.21,9,40.1445,802.89,843.0345,1/15/2019,15:42:00,Credit card,4.761904762,40.1445,6.5
192-98-7397,C,Naypyitaw,Normal,Male,Fashion accessories,12.78,1,0.639,12.78,13.419,1/8/2019,14:11:00,Ewallet,4.761904762,0.639,9.5
301-11-9629,A,Yangon,Normal,Female,Sports and travel,19.1,7,6.685,133.7,140.385,1/15/2019,10:43:00,Cash,4.761904762,6.685,9.7
390-80-5128,B,Mandalay,Member,Female,Health and beauty,19.15,1,0.9575,19.15,20.1075,1/28/2019,17:58:00,Credit card,4.761904762,0.9575,9.5
235-46-8343,C,Naypyitaw,Member,Male,Food and beverages,27.66,10,13.83,276.6,290.43,2/14/2019,11:26:00,Credit card,4.761904762,13.83,8.9
453-12-7053,C,Naypyitaw,Normal,Male,Fashion accessories,45.74,3,6.861,137.22,144.081,3/10/2019,17:38:00,Credit card,4.761904762,6.861,6.5
296-11-7041,B,Mandalay,Member,Female,Health and beauty,27.07,1,1.3535,27.07,28.4235,1/12/2019,20:07:00,Credit card,4.761904762,1.3535,5.3
449-27-2918,B,Mandalay,Member,Female,Sports and travel,39.12,1,1.956,39.12,41.076,3/26/2019,11:02:00,Credit card,4.761904762,1.956,9.6
891-01-7034,B,Mandalay,Normal,Female,Electronic accessories,74.71,6,22.413,448.26,470.673,1/1/2019,19:07:00,Cash,4.761904762,22.413,6.7
744-09-5786,B,Mandalay,Normal,Male,Electronic accessories,22.01,6,6.603,132.06,138.663,1/2/2019,18:50:00,Cash,4.761904762,6.603,7.6
727-17-0390,A,Yangon,Normal,Female,Food and beverages,63.61,5,15.9025,318.05,333.9525,3/16/2019,12:43:00,Ewallet,4.761904762,15.9025,4.8
568-88-3448,A,Yangon,Normal,Male,Health and beauty,25,1,1.25,25,26.25,3/3/2019,15:09:00,Ewallet,4.761904762,1.25,5.5
187-83-5490,A,Yangon,Member,Male,Electronic accessories,20.77,4,4.154,83.08,87.234,1/31/2019,13:47:00,Cash,4.761904762,4.154,4.7
767-54-1907,B,Mandalay,Member,Female,Fashion accessories,29.56,5,7.39,147.8,155.19,2/13/2019,16:59:00,Cash,4.761904762,7.39,6.9
710-46-4433,B,Mandalay,Member,Female,Food and beverages,77.4,9,34.83,696.6,731.43,2/15/2019,14:15:00,Credit card,4.761904762,34.83,4.5
533-33-5337,B,Mandalay,Normal,Male,Electronic accessories,79.39,10,39.695,793.9,833.595,2/7/2019,20:24:00,Cash,4.761904762,39.695,6.2
325-90-8763,C,Naypyitaw,Member,Female,Electronic accessories,46.57,10,23.285,465.7,488.985,1/27/2019,13:58:00,Cash,4.761904762,23.285,7.6
729-46-7422,C,Naypyitaw,Normal,Male,Food and beverages,35.89,1,1.7945,35.89,37.6845,2/23/2019,16:52:00,Credit card,4.761904762,1.7945,7.9
639-76-1242,C,Naypyitaw,Normal,Male,Food and beverages,40.52,5,10.13,202.6,212.73,2/3/2019,15:19:00,Cash,4.761904762,10.13,4.5
234-03-4040,B,Mandalay,Member,Female,Food and beverages,73.05,10,36.525,730.5,767.025,3/3/2019,12:25:00,Credit card,4.761904762,36.525,8.7
326-71-2155,C,Naypyitaw,Normal,Female,Sports and travel,73.95,4,14.79,295.8,310.59,2/3/2019,10:02:00,Cash,4.761904762,14.79,6.1
320-32-8842,C,Naypyitaw,Member,Female,Food and beverages,22.62,1,1.131,22.62,23.751,3/17/2019,18:58:00,Cash,4.761904762,1.131,6.4
470-32-9057,A,Yangon,Member,Male,Food and beverages,51.34,5,12.835,256.7,269.535,3/28/2019,15:31:00,Credit card,4.761904762,12.835,9.1
878-30-2331,C,Naypyitaw,Member,Female,Sports and travel,54.55,10,27.275,545.5,572.775,3/2/2019,11:22:00,Credit card,4.761904762,27.275,7.1
440-59-5691,C,Naypyitaw,Member,Female,Health and beauty,37.15,7,13.0025,260.05,273.0525,2/8/2019,13:12:00,Credit card,4.761904762,13.0025,7.7
554-53-3790,B,Mandalay,Normal,Male,Sports and travel,37.02,6,11.106,222.12,233.226,3/22/2019,18:33:00,Cash,4.761904762,11.106,4.5
746-19-0921,C,Naypyitaw,Normal,Male,Food and beverages,21.58,1,1.079,21.58,22.659,2/9/2019,10:02:00,Ewallet,4.761904762,1.079,7.2
233-34-0817,C,Naypyitaw,Member,Female,Electronic accessories,98.84,1,4.942,98.84,103.782,2/15/2019,11:21:00,Cash,4.761904762,4.942,8.4
767-05-1286,C,Naypyitaw,Member,Female,Home and lifestyle,83.77,6,25.131,502.62,527.751,1/23/2019,12:10:00,Ewallet,4.761904762,25.131,5.4
340-21-9136,A,Yangon,Member,Female,Sports and travel,40.05,4,8.01,160.2,168.21,1/25/2019,11:40:00,Cash,4.761904762,8.01,9.7
405-31-3305,A,Yangon,Member,Male,Fashion accessories,43.13,10,21.565,431.3,452.865,2/2/2019,18:31:00,Credit card,4.761904762,21.565,5.5
731-59-7531,B,Mandalay,Member,Male,Health and beauty,72.57,8,29.028,580.56,609.588,3/30/2019,17:58:00,Cash,4.761904762,29.028,4.6
676-39-6028,A,Yangon,Member,Female,Electronic accessories,64.44,5,16.11,322.2,338.31,3/30/2019,17:04:00,Cash,4.761904762,16.11,6.6
502-05-1910,A,Yangon,Normal,Male,Health and beauty,65.18,3,9.777,195.54,205.317,2/25/2019,20:35:00,Credit card,4.761904762,9.777,6.3
485-30-8700,A,Yangon,Normal,Female,Sports and travel,33.26,5,8.315,166.3,174.615,3/18/2019,16:10:00,Credit card,4.761904762,8.315,4.2
598-47-9715,C,Naypyitaw,Normal,Male,Electronic accessories,84.07,4,16.814,336.28,353.094,3/7/2019,16:54:00,Ewallet,4.761904762,16.814,4.4
701-69-8742,B,Mandalay,Normal,Male,Sports and travel,34.37,10,17.185,343.7,360.885,3/16/2019,10:11:00,Ewallet,4.761904762,17.185,6.7
575-67-1508,A,Yangon,Normal,Male,Electronic accessories,38.6,1,1.93,38.6,40.53,1/29/2019,11:26:00,Ewallet,4.761904762,1.93,6.7
541-08-3113,C,Naypyitaw,Normal,Male,Food and beverages,65.97,8,26.388,527.76,554.148,2/2/2019,20:29:00,Cash,4.761904762,26.388,8.4
246-11-3901,C,Naypyitaw,Normal,Female,Electronic accessories,32.8,10,16.4,328,344.4,2/15/2019,12:12:00,Cash,4.761904762,16.4,6.2
674-15-9296,A,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,185.7,194.985,1/8/2019,13:05:00,Ewallet,4.761904762,9.285,5
305-18-3552,B,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,603.8,633.99,2/12/2019,16:19:00,Cash,4.761904762,30.19,6
493-65-6248,C,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,369.8,388.29,1/1/2019,19:48:00,Credit card,4.761904762,18.49,7
438-01-4015,B,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,197.96,207.858,3/21/2019,15:25:00,Ewallet,4.761904762,9.898,6.6
709-58-4068,B,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,410.9,431.445,2/28/2019,14:42:00,Cash,4.761904762,20.545,7.3
795-49-7276,A,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,148.6,156.03,3/23/2019,18:59:00,Ewallet,4.761904762,7.43,8.3
556-72-8512,C,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,22.96,24.108,1/30/2019,20:47:00,Cash,4.761904762,1.148,4.3
627-95-3243,B,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,699.12,734.076,2/4/2019,13:21:00,Ewallet,4.761904762,34.956,9.8
686-41-0932,B,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,69.4,72.87,3/13/2019,19:48:00,Ewallet,4.761904762,3.47,8.2
510-09-5628,A,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,196.6,206.43,3/15/2019,18:20:00,Credit card,4.761904762,9.83,7.2
608-04-3797,B,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,202.56,212.688,3/5/2019,20:24:00,Ewallet,4.761904762,10.128,8.7
148-82-2527,C,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,121.2,127.26,3/5/2019,13:44:00,Credit card,4.761904762,6.06,8.4
437-53-3084,B,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,199.78,209.769,2/26/2019,11:48:00,Ewallet,4.761904762,9.989,7.1
632-32-4574,B,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,607.36,637.728,3/20/2019,14:14:00,Cash,4.761904762,30.368,5.5
556-97-7101,C,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,126.44,132.762,1/1/2019,15:51:00,Cash,4.761904762,6.322,8.5
862-59-8517,C,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,541.44,568.512,1/27/2019,11:17:00,Cash,4.761904762,27.072,6.2
401-18-8016,B,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,98.13,103.0365,1/21/2019,17:36:00,Cash,4.761904762,4.9065,8.9
420-18-8989,A,Yangon,Member,Female,Sports and travel,51.52,8,20.608,412.16,432.768,2/2/2019,15:47:00,Cash,4.761904762,20.608,9.6
277-63-2961,B,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,73.97,77.6685,2/3/2019,15:53:00,Credit card,4.761904762,3.6985,5.4
573-98-8548,C,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,31.9,33.495,1/5/2019,12:40:00,Ewallet,4.761904762,1.595,9.1
620-02-2046,C,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,138.8,145.74,1/27/2019,19:48:00,Ewallet,4.761904762,6.94,9
282-35-2475,B,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,186.62,195.951,3/25/2019,17:53:00,Cash,4.761904762,9.331,6.3
511-54-3087,B,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,88.45,92.8725,2/25/2019,16:36:00,Credit card,4.761904762,4.4225,9.5
726-29-6793,A,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,193.44,203.112,1/28/2019,20:54:00,Ewallet,4.761904762,9.672,9.8
387-49-4215,B,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,145.5,152.775,1/8/2019,12:50:00,Cash,4.761904762,7.275,6.7
862-17-9201,B,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,504.3,529.515,1/29/2019,10:48:00,Credit card,4.761904762,25.215,7.7
291-21-5991,B,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,306.45,321.7725,3/29/2019,14:28:00,Cash,4.761904762,15.3225,7
602-80-9671,C,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,95.7,100.485,2/9/2019,17:15:00,Credit card,4.761904762,4.785,5.1
347-72-6115,B,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,635.18,666.939,1/16/2019,18:03:00,Credit card,4.761904762,31.759,6.2
209-61-0206,A,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,214.55,225.2775,1/5/2019,17:29:00,Ewallet,4.761904762,10.7275,6.1
595-27-4851,A,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,379.96,398.958,1/27/2019,18:05:00,Ewallet,4.761904762,18.998,9.3
189-52-0236,A,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,696.85,731.6925,3/14/2019,12:07:00,Cash,4.761904762,34.8425,7.6
503-07-0930,C,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,408.73,429.1665,2/23/2019,19:49:00,Credit card,4.761904762,20.4365,8.2
413-20-6708,C,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,51.47,54.0435,3/18/2019,15:52:00,Ewallet,4.761904762,2.5735,8.5
425-85-2085,B,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,274.3,288.015,3/29/2019,16:48:00,Ewallet,4.761904762,13.715,9.8
521-18-7827,C,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,196.95,206.7975,1/22/2019,20:46:00,Credit card,4.761904762,9.8475,8.7
